id,timestamp,full_sq,life_sq,floor,max_floor,material,build_year,num_room,kitch_sq,state,product_type,sub_area,area_m,raion_popul,green_zone_part,indust_part,children_preschool,preschool_quota,preschool_education_centers_raion,children_school,school_quota,school_education_centers_raion,school_education_centers_top_20_raion,hospital_beds_raion,healthcare_centers_raion,university_top_20_raion,sport_objects_raion,additional_education_raion,culture_objects_top_25,culture_objects_top_25_raion,shopping_centers_raion,office_raion,thermal_power_plant_raion,incineration_raion,oil_chemistry_raion,radiation_raion,railroad_terminal_raion,big_market_raion,nuclear_reactor_raion,detention_facility_raion,full_all,male_f,female_f,young_all,young_male,young_female,work_all,work_male,work_female,ekder_all,ekder_male,ekder_female,0_6_all,0_6_male,0_6_female,7_14_all,7_14_male,7_14_female,0_17_all,0_17_male,0_17_female,16_29_all,16_29_male,16_29_female,0_13_all,0_13_male,0_13_female,raion_build_count_with_material_info,build_count_block,build_count_wood,build_count_frame,build_count_brick,build_count_monolith,build_count_panel,build_count_foam,build_count_slag,build_count_mix,raion_build_count_with_builddate_info,build_count_before_1920,build_count_1921-1945,build_count_1946-1970,build_count_1971-1995,build_count_after_1995,ID_metro,metro_min_avto,metro_km_avto,metro_min_walk,metro_km_walk,kindergarten_km,school_km,park_km,green_zone_km,industrial_km,water_treatment_km,cemetery_km,incineration_km,railroad_station_walk_km,railroad_station_walk_min,ID_railroad_station_walk,railroad_station_avto_km,railroad_station_avto_min,ID_railroad_station_avto,public_transport_station_km,public_transport_station_min_walk,water_km,water_1line,mkad_km,ttk_km,sadovoe_km,bulvar_ring_km,kremlin_km,big_road1_km,ID_big_road1,big_road1_1line,big_road2_km,ID_big_road2,railroad_km,railroad_1line,zd_vokzaly_avto_km,ID_railroad_terminal,bus_terminal_avto_km,ID_bus_terminal,oil_chemistry_km,nuclear_reactor_km,radiation_km,power_transmission_line_km,thermal_power_plant_km,ts_km,big_market_km,market_shop_km,fitness_km,swim_pool_km,ice_rink_km,stadium_km,basketball_km,hospice_morgue_km,detention_facility_km,public_healthcare_km,university_km,workplaces_km,shopping_centers_km,office_km,additional_education_km,preschool_km,big_church_km,church_synagogue_km,mosque_km,theater_km,museum_km,exhibition_km,catering_km,ecology,green_part_500,prom_part_500,office_count_500,office_sqm_500,trc_count_500,trc_sqm_500,cafe_count_500,cafe_sum_500_min_price_avg,cafe_sum_500_max_price_avg,cafe_avg_price_500,cafe_count_500_na_price,cafe_count_500_price_500,cafe_count_500_price_1000,cafe_count_500_price_1500,cafe_count_500_price_2500,cafe_count_500_price_4000,cafe_count_500_price_high,big_church_count_500,church_count_500,mosque_count_500,leisure_count_500,sport_count_500,market_count_500,green_part_1000,prom_part_1000,office_count_1000,office_sqm_1000,trc_count_1000,trc_sqm_1000,cafe_count_1000,cafe_sum_1000_min_price_avg,cafe_sum_1000_max_price_avg,cafe_avg_price_1000,cafe_count_1000_na_price,cafe_count_1000_price_500,cafe_count_1000_price_1000,cafe_count_1000_price_1500,cafe_count_1000_price_2500,cafe_count_1000_price_4000,cafe_count_1000_price_high,big_church_count_1000,church_count_1000,mosque_count_1000,leisure_count_1000,sport_count_1000,market_count_1000,green_part_1500,prom_part_1500,office_count_1500,office_sqm_1500,trc_count_1500,trc_sqm_1500,cafe_count_1500,cafe_sum_1500_min_price_avg,cafe_sum_1500_max_price_avg,cafe_avg_price_1500,cafe_count_1500_na_price,cafe_count_1500_price_500,cafe_count_1500_price_1000,cafe_count_1500_price_1500,cafe_count_1500_price_2500,cafe_count_1500_price_4000,cafe_count_1500_price_high,big_church_count_1500,church_count_1500,mosque_count_1500,leisure_count_1500,sport_count_1500,market_count_1500,green_part_2000,prom_part_2000,office_count_2000,office_sqm_2000,trc_count_2000,trc_sqm_2000,cafe_count_2000,cafe_sum_2000_min_price_avg,cafe_sum_2000_max_price_avg,cafe_avg_price_2000,cafe_count_2000_na_price,cafe_count_2000_price_500,cafe_count_2000_price_1000,cafe_count_2000_price_1500,cafe_count_2000_price_2500,cafe_count_2000_price_4000,cafe_count_2000_price_high,big_church_count_2000,church_count_2000,mosque_count_2000,leisure_count_2000,sport_count_2000,market_count_2000,green_part_3000,prom_part_3000,office_count_3000,office_sqm_3000,trc_count_3000,trc_sqm_3000,cafe_count_3000,cafe_sum_3000_min_price_avg,cafe_sum_3000_max_price_avg,cafe_avg_price_3000,cafe_count_3000_na_price,cafe_count_3000_price_500,cafe_count_3000_price_1000,cafe_count_3000_price_1500,cafe_count_3000_price_2500,cafe_count_3000_price_4000,cafe_count_3000_price_high,big_church_count_3000,church_count_3000,mosque_count_3000,leisure_count_3000,sport_count_3000,market_count_3000,green_part_5000,prom_part_5000,office_count_5000,office_sqm_5000,trc_count_5000,trc_sqm_5000,cafe_count_5000,cafe_sum_5000_min_price_avg,cafe_sum_5000_max_price_avg,cafe_avg_price_5000,cafe_count_5000_na_price,cafe_count_5000_price_500,cafe_count_5000_price_1000,cafe_count_5000_price_1500,cafe_count_5000_price_2500,cafe_count_5000_price_4000,cafe_count_5000_price_high,big_church_count_5000,church_count_5000,mosque_count_5000,leisure_count_5000,sport_count_5000,market_count_5000,price_doc
710,2011-12-26,38.0,19.0,2.0,,,,,,,Investment,Silino,9780189.547,37807,0.37199000200000004,0.136244425,2427,1427.0,3,2370,2506.0,3,0,,0,0,0,0,no,0,1,0,no,no,no,no,no,no,no,no,38075,17162,20913,5063,2491,2572,22548,11443,11105,10196,3090,7106,2427,1189,1238,2370,1187,1183,5561,2716,2845,7365,3630,3735,4510,2236,2274,61.0,30.0,7.0,0.0,6.0,1.0,17.0,0.0,0.0,0.0,61.0,0.0,2.0,9.0,46.0,4.0,29,28.40741654,22.75027906,270.8055437,22.56712864,0.653945919,0.648344303,17.61280024,0.052845393,0.447660169,5.341494,2.9027529999999997,29.10393,2.83950715,34.07408579999999,28.0,3.319620768,4.912700121,28,0.070936416,0.8512369940000001,0.26201442199999997,no,20.153613,33.6368209,36.31551901,37.07732926,38.34791373,3.205865984,14,no,7.117717751,46,0.749645894,no,40.13160433,83,29.27127998,1,45.37457093,23.86465625,22.78233657,18.98760972,23.77176431,20.25031454,42.30835243,3.215676911,1.433015274,5.43577521,5.37740025,29.92218265,15.73887299,1.933708947,31.81261104,3.227918546,3.905725598,2.136188984,0.809305072,1.6407932459999999,2.7337234180000003,0.648344303,4.422938804,0.5137281929999999,30.29920956,4.684044333,0.72536981,22.64677477,0.668902034,no data,61.68,1.68,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,45.81,8.79,0,0,1,2100,1,1000.0,1500.0,1250.0,0,0,0,1,0,0,0,0,1,0,1,0,0,33.95,5.27,0,0,1,2100,5,620.0,1000.0,810.0,0,2,1,2,0,0,0,0,1,0,1,2,0,24.81,9.18,2,26038,2,3800,6,566.67,916.67,741.67,0,3,1,2,0,0,0,0,1,0,1,3,0,18.97,13.9,3,51038,7,49700,14,507.14,857.14,682.14,0,7,4,3,0,0,0,0,2,0,1,6,1,26.21,6.94,3,51038,7,49700,14,507.14,857.14,682.14,0,7,4,3,0,0,0,1,3,0,2,8,2,4400000
711,2011-12-26,56.0,32.0,20.0,,,,,,,Investment,Obruchevskoe,6050064.566000001,78616,0.16752567,0.093442564,4215,2372.0,6,4635,6083.0,8,0,3300.0,2,1,11,1,no,0,4,5,no,no,no,yes,no,no,no,no,83844,36656,47188,9414,4815,4599,51445,25003,26442,17757,5579,12178,4215,2161,2054,4635,2364,2271,10896,5572,5324,15835,7398,8437,8301,4219,4082,185.0,38.0,0.0,0.0,4.0,9.0,134.0,0.0,0.0,0.0,186.0,0.0,0.0,84.0,36.0,66.0,83,3.3291942139999997,2.378314639,21.27073815,1.7725615119999998,0.331266514,0.215625158,1.257887231,0.481666644,0.498566688,9.676851,4.4572709999999995,9.574436,6.995336312999999,83.94403576,33.0,7.215864136,9.378489738999999,33,0.099348325,1.1921798959999999,0.550593703,no,4.759484525,6.432844664,9.303574714,10.40488335,11.15266681,0.81786006,16,no,4.475052516,51,4.987426066,no,12.03435691,32,8.093752965,8,17.94925695,5.4992905279999995,0.9135770740000001,2.35463268,5.806203946,4.808810571,5.151051169,0.886944418,0.6390108720000001,2.202512695,5.265766268999999,2.83723241,2.401721362,0.887078465,15.15523676,0.318240581,2.67657559,4.170467229,0.73857688,0.307150095,0.6989566429999999,0.215625158,1.257887231,0.366685084,0.23632522,3.798562465,3.9919366660000004,1.881223941,0.41331746,satisfactory,0.25,0.01,1,5500,0,0,2,900.0,1500.0,1200.0,0,1,0,0,1,0,0,0,1,1,0,0,0,11.14,8.46,4,96773,3,24100,18,722.22,1222.22,972.22,0,5,6,4,3,0,0,0,1,1,0,3,1,17.44,9.96,9,239902,6,92100,36,731.43,1228.57,980.0,1,12,10,7,5,1,0,1,3,1,0,7,1,13.73,12.3,18,532877,6,92100,91,721.35,1191.01,956.18,2,29,22,27,10,1,0,1,5,1,1,20,1,12.25,8.38,30,1013375,27,715654,184,729.94,1220.34,975.14,7,44,61,52,18,1,1,2,18,1,3,52,3,27.29,3.03,56,1516147,50,1352385,362,731.88,1226.09,978.99,17,85,119,99,38,3,1,5,35,1,6,83,11,2000000
712,2011-12-26,62.0,44.0,5.0,,,,,,,Investment,Butyrskoe,5027634.0030000005,68630,0.045674312,0.460556389,4571,1784.0,1,4386,3337.0,1,0,,1,0,4,4,no,0,5,14,no,no,no,no,yes,no,no,no,155572,73864,81708,9507,5028,4479,43045,22370,20675,16078,5607,10471,4571,2367,2204,4386,2362,2024,10572,5580,4992,32228,16752,15476,8482,4481,4001,214.0,59.0,0.0,0.0,100.0,3.0,50.0,0.0,2.0,0.0,214.0,0.0,2.0,158.0,42.0,12.0,157,1.191043066,0.582011287,6.984135441,0.582011287,0.10576789199999999,0.539830467,1.21173676,0.22827941100000002,0.569193764,18.668470000000003,1.9949130000000002,3.879218,2.5889943559999997,31.06793228,51.0,3.356622621,4.481365492,51,0.055338675,0.664064097,1.241879982,no,8.642694693,3.765530122,6.06898124,6.672113487000001,8.156778021000001,0.6948290709999999,5,no,1.793736507,30,0.270461313,no,4.953729707,121,6.740420449,5,13.67055122,4.1612829719999995,1.882459445,0.830910536,7.040058872,2.600863473,16.75248798,3.216119429,0.33719677299999995,3.022916093,6.747020234,6.126392557000001,2.1606577469999997,0.829729713,5.9684164189999995,2.9305266619999997,0.388677251,0.539830467,0.8196790079999999,1.4351626990000002,1.04560498,0.539830467,1.304620629,1.307360444,3.42130057,2.10826849,1.9264652580000001,1.192325435,0.587434256,poor,2.75,0.0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,1,0,4.53,5.78,0,0,1,5410,5,760.0,1200.0,980.0,0,1,1,3,0,0,0,0,0,0,0,5,1,21.05,6.19,1,9500,3,31602,10,690.0,1100.0,895.0,0,3,2,5,0,0,0,1,2,0,1,7,2,27.78,8.19,5,47374,5,58747,29,678.57,1125.0,901.79,1,10,7,8,3,0,0,2,5,0,3,9,2,26.66,15.41,36,837189,11,201037,80,688.73,1140.85,914.79,9,28,18,17,7,0,1,5,14,0,3,22,3,16.18,19.07,143,3103354,41,991765,392,719.84,1210.6,965.22,24,123,117,75,41,10,2,16,47,1,7,105,12,6000000
713,2011-12-27,34.0,21.0,7.0,,,,,,,Investment,Birjulevo Vostochnoe,14795571.25,145088,0.308056827,0.050900058,9223,4519.0,6,10621,10053.0,6,0,30.0,2,0,8,3,no,0,3,1,no,no,no,yes,no,no,no,no,1716730,774585,942145,21130,10962,10168,93008,48690,44318,30950,9206,21744,9223,4754,4469,10621,5550,5071,23495,12204,11291,367659,172958,194701,18567,9643,8924,217.0,52.0,0.0,0.0,43.0,3.0,119.0,0.0,0.0,0.0,217.0,0.0,2.0,32.0,170.0,13.0,30,5.103660028999999,4.082927995,48.92802789,4.077335658,0.474810102,0.48510793399999996,1.006160043,0.028248343,1.791170184,7.227275,2.21482,2.6791009999999997,4.385504823,52.62605787,29.0,4.098284808,5.122856036,29,0.170467957,2.045615482,0.34365331200000004,no,1.676207655,12.72712047,15.93941572,17.59567437,18.09793401,1.547182476,26,no,1.62197467,53,0.042145279,yes,17.92189423,32,5.965693293999999,11,10.72966321,6.263499837,2.037304508,2.018833093,3.000655327,0.951992636,9.091531836,4.1371155260000005,0.330261623,1.8105462940000001,6.504934494,2.5394117169999997,2.12756883,2.324684515,13.97300372,1.87451832,8.485007912,0.996907703,0.40388030399999997,1.653237022,1.253850758,0.48510793399999996,1.4945426119999998,1.488523506,7.463207699,13.05300286,3.135250112,0.9006425259999999,0.7359132690000001,poor,46.78,0.0,0,0,1,1700,0,,,,0,0,0,0,0,0,0,0,0,0,0,2,0,37.54,0.0,0,0,1,1700,6,583.33,1083.33,833.33,0,0,5,1,0,0,0,0,0,0,1,4,0,32.56,0.0,0,0,1,1700,8,750.0,1312.5,1031.25,0,0,5,2,1,0,0,1,1,0,1,6,0,29.82,0.41,1,3342,1,1700,13,616.67,1083.33,850.0,1,3,6,2,1,0,0,1,1,0,1,7,0,21.25,11.34,1,3342,5,611700,19,558.82,1000.0,779.41,2,5,9,2,1,0,0,1,2,0,1,12,1,12.66,12.61,9,191789,27,1557983,71,712.5,1210.94,961.72,7,17,25,14,6,2,0,4,11,0,2,31,6,990000
714,2011-12-27,39.0,23.0,11.0,,,,,,,Investment,Caricyno,8287309.438999999,125354,0.07111974900000001,0.265088676,5797,3390.0,4,5288,5631.0,5,0,1937.0,3,0,6,4,no,0,2,0,no,no,no,yes,no,no,no,no,145576,65638,79938,11908,6279,5629,84387,41774,42613,29059,8516,20543,5797,3052,2745,5288,2801,2487,13804,7230,6574,33117,13741,19376,10338,5468,4870,341.0,129.0,0.0,0.0,54.0,4.0,154.0,0.0,0.0,0.0,341.0,1.0,0.0,252.0,75.0,13.0,30,1.946324502,1.365040276,16.38048331,1.365040276,0.283753688,0.126533704,1.243873062,0.318266233,1.762583816,2.97824,2.141568,3.842247,1.673209441,20.07851329,29.0,1.673209441,2.331535953,29,0.10851485,1.302178205,0.371839559,no,5.26104994,8.421692449,11.68998584,13.44004285,13.89987767,3.563235202,2,no,4.956196446,23,0.303143432,no,14.16773774,32,5.147081475,12,8.657971348,1.924033595,0.714424286,1.321964973,6.277213344,1.996211917,6.849646521,1.4192278059999999,0.533534501,4.694030263999999,7.547819574,3.78528833,2.255648231,0.977896303,8.674686341000001,1.47192457,3.769838495,2.105121465,0.8371312670000001,2.277348324,0.458544833,0.126533704,1.31287124,1.3110114940000002,4.3214413060000005,9.298846369,1.243873062,3.9533124660000003,0.550416892,poor,5.15,0.0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,20.15,0.0,0,0,1,5900,3,1000.0,1500.0,1250.0,2,0,0,1,0,0,0,0,0,0,0,2,1,25.79,0.0,0,0,2,6020,10,942.86,1500.0,1221.43,3,2,0,3,2,0,0,1,2,0,1,5,2,24.72,2.29,0,0,4,15035,18,940.0,1566.67,1253.33,3,2,5,4,3,1,0,1,4,0,1,9,2,20.22,14.98,4,253500,7,174789,36,721.88,1234.38,978.13,4,7,14,7,3,1,0,2,10,0,1,14,4,17.99,19.44,15,471482,42,1368803,131,666.67,1129.17,897.92,11,40,41,26,11,2,0,8,26,1,8,54,12,5600000
715,2011-12-27,38.0,37.0,14.0,,,,,,,Investment,Krylatskoe,12164477.11,78507,0.297166335,0.0,4611,3092.0,7,5067,7478.0,7,0,,2,0,14,1,no,0,6,4,no,no,no,no,no,no,no,yes,67710,33382,34328,10175,5105,5070,48620,25579,23041,19712,6368,13344,4611,2331,2280,5067,2522,2545,10892,5480,5412,13540,6769,6771,9168,4583,4585,188.0,3.0,3.0,0.0,66.0,27.0,89.0,0.0,0.0,0.0,188.0,1.0,0.0,3.0,81.0,103.0,92,4.303816045,2.328645148,27.68629065,2.307190887,0.19339205199999998,0.18212246699999998,0.753939192,0.270574528,1.884325384,20.57357,2.457143,14.452110000000001,6.781704747,81.38045697,10.0,7.439277491,8.001499342999999,81,0.19189741899999999,2.3027690240000003,0.510398487,no,2.58820326,7.802026672,10.95504389,11.8200232,12.86881157,0.220494555,29,no,2.588203261,1,3.4739224639999997,no,13.47576464,83,12.56513777,1,21.97457885,4.921866725,2.587082,4.863621811,5.935564696,0.527509943,25.19997185,5.204164491,0.81490322,3.0118961210000004,2.2136457309999997,7.508534701,4.5330721469999995,2.177906976,1.539502507,1.305181515,8.293831873,2.771494405,1.208478277,0.7848765520000001,0.266801124,0.18212246699999998,0.90791032,1.858601044,7.351253541,11.72338532,7.8611582339999995,5.181936492,0.21392320899999998,good,15.75,0.0,0,0,0,0,2,500.0,1000.0,750.0,1,0,1,0,0,0,0,0,0,0,0,0,0,31.69,0.0,3,137979,0,0,12,720.0,1250.0,985.0,2,4,4,0,1,1,0,1,0,0,0,2,0,42.42,0.0,3,137979,2,17000,23,736.84,1263.16,1000.0,4,5,8,3,2,1,0,1,0,0,0,3,0,45.39,0.08,3,137979,5,138840,31,732.0,1240.0,986.0,6,6,10,6,2,1,0,1,3,0,0,9,0,38.09,2.37,7,209077,7,152581,46,1048.72,1730.77,1389.74,7,8,12,7,6,5,1,2,11,0,0,15,0,34.1,5.2,18,693479,17,438407,110,956.12,1586.73,1271.43,12,14,33,26,17,7,1,5,20,0,0,59,1,7400000
716,2011-12-27,37.0,18.0,,,,,,,,Investment,Juzhnoe Butovo,26155137.04,178264,0.137846204,0.041116354,14080,11926.0,11,14892,24750.0,13,1,,1,0,13,4,no,0,4,4,no,no,no,no,no,no,no,no,102618,47681,54937,30808,16251,14557,121369,59138,62231,26087,7410,18677,14080,7457,6623,14892,7839,7053,34341,18094,16247,19906,9676,10230,27123,14340,12783,1681.0,173.0,607.0,19.0,245.0,116.0,431.0,1.0,84.0,5.0,1680.0,34.0,299.0,439.0,109.0,799.0,62,1.3380596809999998,0.582288551,6.98746261,0.582288551,0.373265216,0.325066502,2.738904049,0.160605792,1.599957251,3.205283,1.979051,7.551714,2.143408678,25.72090413,47.0,2.143408678,4.099531348999999,47,0.167750648,2.01300777,0.95935072,no,3.714926513,17.22564582,20.41110657,21.75981965,22.43467933,2.105173892,2,no,3.3675997439999996,39,0.161440795,no,23.50598289,32,5.216072373,9,19.5924418,13.276114800000002,4.634794641,2.1923137809999997,5.934097981,7.118960346000001,12.22323958,4.329512328,0.18763602399999998,1.6406437790000001,8.550166592,15.31228718,6.630711297,0.786477938,21.285147199999997,3.7729495760000002,13.95419765,4.9975185689999995,0.31474019,4.690612316,0.437318196,0.325066502,2.312308649,2.07358778,1.3400166740000001,16.69273988,11.0243691,9.257650491,0.129214457,good,13.43,0.0,0,0,1,14000,7,657.14,1071.43,864.29,0,2,2,3,0,0,0,0,0,0,0,5,0,30.2,0.0,0,0,4,87000,12,710.0,1150.0,930.0,2,2,3,5,0,0,0,0,0,0,0,6,0,37.75,0.0,0,0,4,87000,13,736.36,1181.82,959.09,2,2,3,6,0,0,0,0,0,1,0,8,0,42.81,2.61,0,0,5,118000,13,736.36,1181.82,959.09,2,2,3,6,0,0,0,0,0,1,0,8,0,39.47,3.84,0,0,12,150704,20,761.11,1222.22,991.67,2,4,4,9,1,0,0,1,2,1,0,15,0,27.85,4.77,5,78808,15,190783,25,847.83,1369.57,1108.7,2,5,5,10,2,1,0,2,9,1,0,20,2,5850000
717,2011-12-27,57.0,33.0,,,,,,,,Investment,Shhukino,7963518.819,105663,0.126499246,0.16197556800000001,6700,2854.0,4,7010,7023.0,5,0,4508.0,3,0,11,5,no,0,7,5,no,no,no,yes,no,no,yes,no,166803,77246,89557,14588,7421,7167,64875,33603,31272,26200,8001,18199,6700,3383,3317,7010,3585,3425,16161,8244,7917,31968,15597,16371,12927,6566,6361,407.0,44.0,0.0,0.0,277.0,9.0,75.0,0.0,2.0,0.0,411.0,0.0,12.0,304.0,63.0,32.0,122,2.941367816,1.9167899640000001,22.93352809,1.911127341,0.9756680959999999,0.614161125,1.5814114030000002,0.233412216,0.121062805,19.9572,4.037861,10.032,2.429437091,29.15324509,26.0,2.641857714,3.532333356,26,0.042065408,0.504784899,1.006388105,no,4.922392492,5.637972622,8.577673317,9.428219211,10.60495015,2.0217102909999998,29,no,2.509949457,35,1.6797365569999998,no,10.11018612,83,6.145387345,1,19.15805253,0.653250006,0.677426455,2.513012602,2.8929672280000003,4.884837745,24.85655385,2.243391355,0.11176578300000001,2.146181581,1.4973411669999999,2.125229973,1.3006068720000001,2.317012463,7.3937324570000005,2.191570989,2.4939760019999997,1.724739766,1.2476703009999999,0.640258534,0.637562621,0.7589614370000001,1.732619857,0.800603023,8.159376541,9.62248313,7.399156307999999,1.9695602730000001,0.189009604,satisfactory,7.35,43.24,0,0,0,0,1,300.0,500.0,400.0,0,1,0,0,0,0,0,0,0,0,0,2,0,8.77,36.35,1,9000,0,0,3,433.33,833.33,633.33,0,1,2,0,0,0,0,0,1,0,0,4,0,12.47,17.7,1,9000,4,226392,34,682.76,1189.66,936.21,5,6,14,5,4,0,0,0,2,0,0,17,1,16.61,9.96,6,147500,7,244092,54,736.96,1250.0,993.48,8,8,19,13,6,0,0,1,6,0,1,24,2,21.47,6.55,19,263266,11,259318,96,802.27,1340.91,1071.59,8,17,30,26,13,2,0,2,9,0,1,33,4,18.04,12.85,67,1780811,33,1480465,266,775.11,1293.25,1034.18,29,69,70,58,30,10,0,6,19,0,2,80,11,8000000
718,2011-12-27,57.0,30.0,5.0,,,,,,,Investment,Tverskoe,7307410.574,75377,0.065444314,7.81528e-05,4237,1874.0,4,6398,6772.0,4,1,1046.0,3,2,29,16,yes,10,23,141,no,no,no,yes,yes,no,no,yes,116742,52836,63906,11272,5470,5802,43921,21901,22020,20184,6644,13540,4237,2079,2158,6398,3094,3304,12508,6065,6443,23480,11491,11989,9955,4835,5120,651.0,19.0,27.0,4.0,529.0,25.0,41.0,0.0,5.0,1.0,650.0,263.0,105.0,154.0,71.0,57.0,158,1.077527601,0.596003877,16.90374302,1.408645252,0.10929911099999999,0.500976742,0.243973197,0.128367155,0.16455198199999999,14.93105,0.36130500000000004,7.771388000000001,2.2330889259999998,26.79706711,83.0,1.229598055,3.858430999,121,0.029011747,0.348140964,1.675949985,no,12.2333001,0.08134174200000001,2.243384083,2.896911486,4.337340735,0.08134174,4,yes,0.16054321300000002,56,0.16455198199999999,no,0.564965787,121,4.192042915,5,11.40247641,7.324598015,2.807819078,2.15982552,5.608749264,2.79488992,17.19137459,1.414776545,0.584353957,1.145958339,3.2375006689999997,2.804565573,1.5116462290000001,1.283985764,2.0799850159999997,1.20370845,1.024065019,0.505989979,0.346695239,0.0,0.627342885,0.500976742,0.545323486,0.311059071,2.635976958,2.0575937840000003,2.1261665709999997,3.916094974,0.023460601,poor,5.85,22.83,12,248699,1,9000,15,471.43,857.14,664.29,1,7,6,0,1,0,0,0,2,0,0,0,0,1.91,27.93,27,637760,4,32987,45,627.27,1056.82,842.05,1,17,13,10,4,0,0,2,5,0,0,9,0,1.52,24.83,63,1700129,7,84791,149,704.26,1187.94,946.1,8,46,47,29,16,2,1,2,12,0,1,21,1,4.52,20.98,96,2397133,12,268772,252,715.9,1202.93,959.41,13,82,77,47,26,4,3,5,19,0,3,36,2,5.95,17.41,209,3621036,26,710517,563,804.95,1335.24,1070.1,38,162,146,120,72,18,7,19,42,1,19,64,3,12.85,12.25,496,7338217,77,3413575,1860,891.12,1469.64,1180.38,114,473,456,416,267,111,23,68,135,1,61,161,14,10500000
719,2011-12-27,72.0,44.0,5.0,,,,,,,Investment,Taganskoe,8087656.379,116742,0.048011029000000004,0.007658515,6694,3318.0,5,7077,9748.0,10,0,2301.0,3,1,24,1,yes,1,19,56,no,no,no,yes,no,no,no,no,123280,57224,66056,14715,7597,7118,71253,35672,35581,30774,9567,21207,6694,3466,3228,7077,3623,3454,16586,8587,7999,24466,12304,12162,12941,6673,6268,502.0,70.0,31.0,1.0,296.0,19.0,76.0,0.0,6.0,3.0,501.0,65.0,58.0,219.0,102.0,57.0,55,0.844130435,0.355463277,4.265559322,0.355463277,0.187822801,0.56655127,0.8648783459999999,0.29568853100000003,0.465752495,8.638498,1.53905,14.093210000000001,0.612629891,7.351558689,44.0,0.680590893,1.267577077,44,0.18255653,2.190678356,0.518346792,no,10.45946517,1.412495644,1.225958265,1.878820163,3.278371735,1.4124956659999999,4,no,1.527163944,10,0.346628131,no,2.160492982,5,4.073625137,4,5.3709071139999995,7.905025442,1.317903095,3.943701972,2.8401634560000004,3.7649048769999998,4.521760953,1.8333789090000001,0.7241366220000001,1.791532744,1.401902024,3.324955405,1.278091783,1.544767978,3.408786006,1.239738383,1.1310518459999999,1.266009832,0.346745121,0.278033829,1.062668297,0.56655127,0.218887227,0.421544785,2.794276752,1.5313861990000002,1.481241702,0.850792173,0.01088898,excellent,9.74,0.12,6,87141,7,144426,17,780.0,1266.67,1023.33,2,4,3,6,2,0,0,4,3,0,0,0,0,5.45,6.21,24,211321,8,150426,41,821.62,1310.81,1066.22,4,8,6,19,4,0,0,6,8,0,2,2,0,4.92,10.59,45,450891,18,235126,131,846.15,1384.62,1115.38,14,30,25,39,19,4,0,12,17,0,8,18,1,4.18,10.44,81,957669,25,438527,236,772.22,1273.15,1022.69,20,56,59,72,24,5,0,24,35,0,11,34,2,4.28,13.63,206,2605744,43,1014387,579,767.4,1272.56,1019.98,36,149,159,158,61,14,2,52,77,1,18,52,5,3.71,20.3,572,7819401,112,4093673,1765,839.32,1388.35,1113.83,117,434,455,438,230,81,10,128,205,2,72,167,16,2000000
720,2011-12-27,51.0,30.0,17.0,,,,,,,Investment,Krjukovo,10842309.74,85219,0.06217241,0.161531741,5767,5278.0,6,5648,10529.0,6,0,30.0,2,0,4,1,no,0,4,1,no,no,no,no,no,no,no,no,221709,101426,120283,12194,6155,6039,58114,28761,29353,14911,4222,10689,5767,2919,2848,5648,2830,2818,13872,7020,6852,49415,25109,24306,10654,5374,5280,372.0,8.0,146.0,11.0,65.0,9.0,111.0,1.0,17.0,4.0,373.0,2.0,20.0,184.0,131.0,36.0,29,28.41935714,22.19205211,264.1773594,22.01477995,0.17561107,0.313648512,18.01469098,0.15501609,0.551626604,6.179583999999999,3.188961,29.639940000000003,1.41751329,17.01015949,28.0,1.54789294,3.49224687,28,0.126549348,1.5185921709999999,0.47443175299999996,no,20.38291288,33.8884467,36.52606958,37.30599619,38.55180025,4.581947562,14,no,7.310096035,46,0.645036039,no,39.45681536,83,28.71305303,1,45.76232719,24.476415300000003,23.18581437,19.12906149,24.35223058,20.12861676,45.07808082,2.133292956,0.219378155,7.173413975,7.115039015,29.3639557,14.31627364,2.946875215,31.08389989,0.933982836,4.777474113999999,3.4803075910000003,0.756145223,1.230375124,1.425600716,0.313648512,5.645032068,0.864801275,30.83362955,7.9723786510000005,1.056153387,22.83228916,1.245791299,no data,2.85,0.0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,1,0,5.17,10.68,0,0,2,8200,0,,,,0,0,0,0,0,0,0,0,1,0,0,3,1,11.12,8.34,1,6000,4,15600,3,600.0,1000.0,800.0,0,1,1,1,0,0,0,0,1,0,1,4,1,13.92,6.26,1,6000,5,17700,4,525.0,875.0,700.0,0,2,1,1,0,0,0,0,2,0,1,4,1,16.71,8.19,1,6000,5,17700,6,566.67,916.67,741.67,0,3,1,2,0,0,0,0,2,0,1,4,1,25.78,6.69,3,51038,7,49700,15,540.0,900.0,720.0,0,7,4,4,0,0,0,0,2,0,2,8,1,1387500
